Year,Month,Day,Hour,PM2_5(ug/m3),Ozone(ppbv),Temperature(K),Spec. humidity (g/kg),RH (%),U-wind (m/s),V-wind (m/s),Sur_Pressure (hPa)
2017,6,15,11,17.14,26.68,294.31,14.75,92.48,-3.47,-6.14,996.52
2017,6,15,12,15.26,23.34,294.16,14.69,93.01,-3.65,-6.19,996.54
2017,6,15,13,12.37,22.96,293.98,14.69,93.94,-3.75,-5.92,996.29
2017,6,15,14,10,23.53,293.84,14.69,94.69,-3.55,-5.47,995.76
2017,6,15,15,7.99,23.23,293.79,14.69,94.94,-3.26,-4.99,995.16
2017,6,15,16,6.19,23.1,293.8,14.69,94.85,-2.97,-4.59,994.66
2017,6,15,17,4.85,23.23,293.84,14.7,94.6,-2.77,-4.23,994.2
2017,6,15,18,4.11,23.37,293.9,14.71,94.27,-2.59,-3.87,993.71
2017,6,15,19,3.98,23.37,294.03,14.73,93.74,-2.38,-3.45,993.39
2017,6,15,20,3.96,23.34,294.2,14.78,93.07,-2.26,-3.17,993.54
2017,6,15,21,4.09,23.3,294.37,14.85,92.51,-2.28,-2.98,993.73
2017,6,15,22,4.69,23.06,294.54,14.9,91.93,-2.39,-2.75,993.88
2017,6,15,23,7.13,21.26,294.68,15.03,91.92,-2.35,-2.35,994.02
2017,6,15,24,10.79,19.63,294.89,15.25,92.05,-2.25,-1.83,994.12
2017,6,16,1,11.93,20.43,295.48,15.81,92.05,-1.99,-0.69,993.89
2017,6,16,2,16.81,21.52,295.77,16.02,91.53,-2.69,-0.27,993.1
2017,6,16,3,25.08,25.97,295.91,16.2,91.79,-3.15,0.08,993.24
2017,6,16,4,34.86,31.57,295.82,16.42,93.5,-3.38,0.16,992.41
2017,6,16,5,41.72,37.17,295.77,16.63,94.91,-3.33,0.24,992.03
2017,6,16,6,44.5,41.3,295.76,16.83,95.86,-3.6,0.54,991.5
2017,6,16,7,37.26,42.81,295.8,16.99,96.37,-3.85,0.96,991.09
2017,6,16,8,26.98,39.88,295.83,17.08,96.61,-3.7,0.93,991.1
2017,6,16,9,26.91,35.01,295.85,17.11,96.66,-3.5,0.49,991.12
2017,6,16,10,24.51,26.98,295.73,17.01,96.83,-3.47,-0.51,991.33
2017,6,16,11,27.68,22.26,295.43,16.78,97.23,-3.85,-1.63,991.47
2017,6,16,12,28.72,21.81,295.13,16.46,97.29,-4.06,-2.69,991.5
2017,6,16,13,26.23,24.51,294.91,16.17,96.99,-4.11,-3.41,991.47
2017,6,16,14,18.62,25.8,294.83,15.98,96.41,-4.25,-3.63,991.36
2017,6,16,15,11.35,22.7,294.81,15.94,96.3,-4.47,-3.43,991.1
2017,6,16,16,7.39,18.99,294.82,15.97,96.33,-4.8,-3.03,990.84
2017,6,16,17,5.66,16.35,294.85,16.03,96.47,-5.05,-2.49,990.68
2017,6,16,18,4.54,14.48,294.88,16.11,96.72,-5.17,-2,990.5
2017,6,16,19,3.71,13.6,294.91,16.18,96.87,-5.09,-1.55,990.31
2017,6,16,20,3.16,13.18,294.97,16.23,96.78,-4.9,-1.21,990.49
2017,6,16,21,2.88,13.22,295.06,16.23,96.33,-4.61,-1.15,990.76
2017,6,16,22,3.31,14.13,295.12,16.14,95.58,-4.32,-1.2,991
2017,6,16,23,5.01,14,295.17,16.03,94.67,-3.96,-1.3,991.2
2017,6,16,24,6.94,14.09,295.22,15.9,93.62,-3.46,-1.37,991.35
2017,6,17,1,6.46,15.14,295.37,15.66,91.56,-3.21,-0.88,992.41
2017,6,17,2,9.33,16.43,295.54,15.62,90.34,-3.39,-1.4,991.5
2017,6,17,3,14.75,20.5,295.42,15.7,91.51,-3.9,-1.58,991.62
2017,6,17,4,22.1,26.62,295.08,15.76,93.81,-4.37,-2.17,991.49
2017,6,17,5,30.02,35.06,294.75,15.74,95.54,-4.42,-2.92,991.53
2017,6,17,6,34.41,43.3,294.47,15.71,97,-4.33,-3.64,991.5
2017,6,17,7,30.15,47.63,294.31,15.72,97.91,-4.05,-4.3,991.44
2017,6,17,8,23.94,47.21,294.34,15.66,97.37,-4.13,-4.77,991.69
2017,6,17,9,18.95,44.62,294.4,15.59,96.63,-4.47,-5.08,991.9
2017,6,17,10,18.01,38.37,294.41,15.57,96.46,-4.82,-5.32,992.24
2017,6,17,11,19.21,31.38,294.51,15.43,95.21,-5.09,-5.71,992.47
2017,6,17,12,19.03,26.33,294.69,15.31,93.42,-5.57,-6.04,992.54
2017,6,17,13,15.29,23.77,294.7,15.29,93.25,-5.69,-6.21,992.57
2017,6,17,14,11.43,22.19,294.67,15.31,93.47,-5.76,-6.01,992.29
2017,6,17,15,8.85,20.79,294.65,15.36,93.88,-5.82,-5.67,992.07
2017,6,17,16,7.09,20.01,294.66,15.46,94.38,-6.02,-5.33,991.87
2017,6,17,17,6.09,19.49,294.72,15.58,94.66,-6.13,-5,991.71
2017,6,17,18,5.54,19.03,294.71,15.72,95.52,-6.03,-4.71,991.56
2017,6,17,19,4.94,18.59,294.67,15.85,96.54,-5.82,-4.36,991.41
2017,6,17,20,4.53,18.1,294.69,15.91,96.79,-5.3,-4,991.63
2017,6,17,21,4.37,17.46,294.67,15.93,97.03,-4.56,-3.82,991.88
2017,6,17,22,4.51,17.1,294.62,15.9,97.15,-3.72,-3.73,992.09
2017,6,17,23,5.21,16.52,294.58,15.84,97.06,-2.96,-3.69,992.27
2017,6,17,24,6.33,16.45,294.5,15.75,97.09,-2.09,-3.74,992.42
2017,6,18,1,6.28,15.99,295.03,15.58,92.95,-1.12,-2.5,992.19
2017,6,18,2,11.01,15.88,294.85,15.66,94.59,-1.41,-2.99,992.46
2017,6,18,3,15.24,21.04,294.75,15.76,95.68,-1.29,-3.14,992.27
2017,6,18,4,20.62,29.19,294.83,15.91,96.1,-1.66,-2.78,992.51
2017,6,18,5,25.21,36.33,295.01,16.06,95.99,-2.08,-2.22,992.63
2017,6,18,6,29.43,40.96,295.22,16.2,95.66,-2.52,-1.55,992.35
2017,6,18,7,31.67,42.05,295.25,16.29,96.03,-2.82,-1.07,992.57
2017,6,18,8,32.85,38.55,295.29,16.35,96.2,-3.08,-0.7,992.92
2017,6,18,9,32.7,33.64,295.34,16.4,96.16,-3.16,-0.78,993.35
2017,6,18,10,32.55,25.4,295.38,16.36,95.65,-3.18,-1.34,993.73
2017,6,18,11,32.09,20.56,295.41,16.28,95.1,-3.2,-1.93,994.06
2017,6,18,12,34.23,18.83,295.49,16.17,93.99,-3.15,-2.44,994.3
2017,6,18,13,35.61,19.39,295.54,16.07,93.12,-3.04,-2.78,994.28
2017,6,18,14,36.19,21.06,295.55,16.03,92.77,-2.9,-2.63,993.91
2017,6,18,15,32.3,19.84,295.54,16.05,92.93,-2.56,-2.26,993.47
2017,6,18,16,30.17,19.28,295.57,16.13,93.2,-2.17,-1.82,993.12
2017,6,18,17,27.88,18.4,295.6,16.22,93.46,-1.73,-1.43,992.82
2017,6,18,18,26.11,17.54,295.61,16.32,93.99,-1.5,-1.03,992.51
2017,6,18,19,24.6,16.43,295.58,16.51,95.21,-1.43,-0.52,992.32
2017,6,18,20,23.8,15.47,295.69,16.77,95.99,-1.44,0.13,992.42
2017,6,18,21,22.43,14.81,295.89,17.05,96.45,-1.28,0.91,992.61
2017,6,18,22,19.91,15.15,296.15,17.33,96.52,-1.11,1.82,992.72
2017,6,18,23,17.41,15.55,296.39,17.62,96.67,-0.56,2.8,992.81
2017,6,18,24,17.25,15.98,296.64,17.91,96.65,0.21,3.6,992.88
2017,6,19,1,17.11,14.71,296.98,17.56,93.26,-0.76,2.89,993.18
2017,6,19,2,17.87,16.3,296.61,17.68,95.88,0.4,4.59,993.43
2017,6,19,3,16.63,20.62,296.6,17.83,96.56,1.52,4.82,992.9
2017,6,19,4,17.29,25.25,296.98,18.05,95.48,2.32,4.5,992.53
2017,6,19,5,19.05,31.59,297.39,18.28,94.49,2.72,4.48,992.28
2017,6,19,6,19.53,34.63,297.54,18.39,94.18,3.04,4.4,992.01
2017,6,19,7,20.6,35.87,297.65,18.43,93.79,3.29,4.34,991.93
2017,6,19,8,22.14,34.85,297.61,18.48,94.27,3.26,3.93,991.85
2017,6,19,9,22.09,31.8,297.58,18.52,94.6,3.29,3.52,991.82
2017,6,19,10,22.2,24.66,297.54,18.5,94.69,3.27,3.13,991.79
2017,6,19,11,22.38,18.74,297.53,18.53,94.83,3.36,3.04,991.74
2017,6,19,12,22.99,15.48,297.55,18.62,95.2,3.33,3.25,991.69
2017,6,19,13,23.32,13.77,297.51,18.7,95.79,3.29,3.32,991.55
2017,6,19,14,22.97,14.12,297.47,18.75,96.26,3.18,3.46,991.16
2017,6,19,15,22.33,15.3,297.43,18.79,96.63,3.04,3.68,990.79
2017,6,19,16,21.4,16.24,297.4,18.85,97.01,3.02,4.01,990.47
2017,6,19,17,20.06,16.33,297.37,18.9,97.38,3.16,4.33,990.23
2017,6,19,18,18.25,15.75,297.34,18.92,97.57,3.38,4.57,989.97
2017,6,19,19,15.35,14.87,297.34,18.93,97.57,3.58,4.78,989.8
2017,6,19,20,13,13.76,297.4,18.97,97.49,3.83,4.93,990.02
2017,6,19,21,11.05,12.63,297.47,19.03,97.37,4.1,5.01,990.24
2017,6,19,22,10.05,12.43,297.58,19.11,97.15,4.43,5.11,990.46
2017,6,19,23,10.04,12.32,297.84,19.28,96.62,4.65,5.29,990.59
2017,6,19,24,10.25,12.99,298.22,19.55,95.92,4.71,5.4,990.69
2017,6,20,1,10.87,12.78,299.29,20.28,93.38,3.53,5.37,990.7
2017,6,20,2,13.1,16.01,299.17,20.14,93.4,4.09,6.29,990.5
2017,6,20,3,14.36,25.26,299.35,20.13,92.34,4.37,7.17,990.6
2017,6,20,4,15.86,35.29,299.6,20.21,91.29,4.08,7.78,990.35
2017,6,20,5,16.76,42.06,299.79,20.24,90.43,3.78,8.4,990.31
2017,6,20,6,16.83,43.86,299.76,20.19,90.32,3.51,8.84,990.25
2017,6,20,7,15.67,40.83,299.59,20.05,90.65,3.27,8.92,990.23
2017,6,20,8,13.58,34.7,299.35,19.89,91.21,3.06,8.53,990.35
2017,6,20,9,11.84,27.47,299.11,19.82,92.2,2.85,7.97,990.45
2017,6,20,10,11.33,18.61,298.84,19.73,93.34,2.75,7.34,990.62
2017,6,20,11,11.58,13.16,298.55,19.63,94.54,2.63,6.9,990.69
2017,6,20,12,11.92,10.08,298.28,19.56,95.71,2.42,6.42,990.74
2017,6,20,13,11.38,10.69,298.09,19.5,96.39,2.45,5.84,990.73
2017,6,20,14,10.68,12.46,297.96,19.46,96.85,2.53,5.44,990.67
2017,6,20,15,10.52,13.65,297.84,19.43,97.31,2.53,5.25,990.56
2017,6,20,16,10.62,13.94,297.76,19.39,97.55,2.49,5.17,990.5
2017,6,20,17,10.72,13.69,297.69,19.34,97.75,2.55,5.14,990.54
2017,6,20,18,10.62,13.09,297.62,19.28,97.84,2.81,5.09,990.57
2017,6,20,19,10.15,12.42,297.6,19.25,97.8,2.93,5,990.66
2017,6,20,20,9.75,11.83,297.65,19.28,97.67,2.89,4.97,990.96
2017,6,20,21,9.16,11.29,297.75,19.37,97.62,2.73,4.98,991.27
2017,6,20,22,9.18,11.73,297.88,19.51,97.61,2.48,5.01,991.55
2017,6,20,23,10.12,12.06,298.09,19.65,97.26,2.17,4.96,991.8
2017,6,20,24,10.97,12.87,298.35,19.88,96.87,1.8,4.91,992
2017,6,21,1,10,14.26,299.23,20.12,93.08,1.76,4.59,991.68
2017,6,21,2,11.31,16.12,299.19,20.11,93.22,1.3,5.36,991.71
2017,6,21,3,13.91,21.21,299.18,20.25,94.01,1.3,6.26,991.81
2017,6,21,4,17.58,28.53,299.17,20.39,94.67,1.48,7.04,991.81
2017,6,21,5,19.85,34.74,299.18,20.48,95.01,1.78,7.46,991.87
2017,6,21,6,19.53,36.07,299.17,20.58,95.55,1.9,7.74,991.85
2017,6,21,7,17.3,32.5,299.05,20.66,96.56,1.79,7.75,991.79
2017,6,21,8,14.59,26.26,298.94,20.71,97.48,1.63,7.46,991.84
2017,6,21,9,12.35,19.46,298.83,20.73,98.22,1.52,7.21,991.94
2017,6,21,10,11.39,11.81,298.67,20.67,98.72,1.54,6.99,992.05
2017,6,21,11,11.17,7.83,298.54,20.63,99.09,1.5,6.71,992.15
2017,6,21,12,10.01,6.64,298.44,20.6,99.41,1.29,6.34,992.26
2017,6,21,13,8.14,7.43,298.38,20.58,99.58,1.06,6.03,992.34
2017,6,21,14,6.83,10.52,298.36,20.56,99.5,0.98,6.01,992.23
2017,6,21,15,6.31,12.51,298.35,20.54,99.46,1,6.23,992.17
2017,6,21,16,6.24,13.64,298.33,20.52,99.48,1.1,6.47,992.15
2017,6,21,17,6.33,14.1,298.3,20.46,99.41,1.32,6.71,992.22
2017,6,21,18,6.37,14.31,298.27,20.35,99.07,1.58,6.83,992.24
2017,6,21,19,6.34,14.45,298.27,20.22,98.6,1.8,6.83,992.41
2017,6,21,20,6.4,14.54,298.26,20.21,98.7,1.87,6.67,992.79
2017,6,21,21,6.34,14.7,298.26,20.25,98.94,1.93,6.5,993.15
2017,6,21,22,6.35,15.1,298.3,20.31,99.05,2.06,6.37,993.48
2017,6,21,23,7.22,15.06,298.44,20.38,98.72,2.32,6.12,993.79
2017,6,21,24,8.28,15.7,298.65,20.46,98.02,2.66,5.91,994.1
2017,6,22,1,8.89,17.6,299.7,21.01,94.6,2.51,5.13,992.78
2017,6,22,2,11.36,25.05,300.01,20.81,92.2,2.61,5.77,994.93
2017,6,22,3,16.42,38.55,300.11,20.73,91.24,2.7,5.98,993.78
2017,6,22,4,22.71,51.55,300.29,20.78,90.48,2.36,6.46,993.83
2017,6,22,5,26,58.43,300.4,20.88,90.35,2.13,6.88,993.68
2017,6,22,6,25.41,57.68,300.4,21.03,91.02,1.9,7.19,993.57
2017,6,22,7,23.81,51.92,300.19,21.14,92.59,1.64,7.28,993.69
2017,6,22,8,21.59,43.15,299.84,21.2,94.79,1.49,6.87,993.89
2017,6,22,9,18.17,32.12,299.52,21.15,96.37,1.51,6.32,994.1
2017,6,22,10,15.73,19.06,299.24,21.03,97.47,1.59,5.76,994.32
2017,6,22,11,14.72,9.88,299.01,20.87,98.11,1.81,5.25,994.52
2017,6,22,12,14.6,6.66,298.84,20.73,98.38,1.95,4.55,994.71
2017,6,22,13,13.94,6.63,298.73,20.67,98.54,2.03,3.85,994.72
2017,6,22,14,13.34,7.27,298.64,20.58,98.56,2.12,3.44,994.58
2017,6,22,15,13.06,8.7,298.54,20.47,98.6,2.33,3.37,994.38
2017,6,22,16,11.84,9.47,298.43,20.37,98.76,2.58,3.4,994.25
2017,6,22,17,10.56,9.91,298.33,20.3,98.92,2.83,3.33,994.18
2017,6,22,18,9.82,10.13,298.24,20.21,99.01,3.14,3.3,994.09
2017,6,22,19,9.2,10.17,298.21,20.14,98.87,3.37,3.32,994.23
2017,6,22,20,8.73,10.48,298.21,20.07,98.62,3.59,3.39,994.4
2017,6,22,21,8.89,10.69,298.25,19.99,98.17,3.72,3.38,994.6
2017,6,22,22,9.25,11.6,298.28,19.92,97.67,3.77,3.3,994.78
2017,6,22,23,10.88,13.48,298.43,19.93,96.89,3.52,3.11,994.92
2017,6,22,24,12.16,16.45,298.8,20.12,95.86,2.99,3.02,995.01
2017,6,23,1,11.07,22.54,300.23,20.9,91.26,2.05,3.55,993.34
2017,6,23,2,13.1,33.73,300.86,20.67,87.11,2.22,4.92,995.3
2017,6,23,3,17.22,48.1,301,20.55,85.81,2.29,5.86,993.3
2017,6,23,4,21.69,58.55,301.16,20.53,84.94,2.07,6.88,993.17
2017,6,23,5,22.95,62.5,301.2,20.55,84.81,2.18,7.69,992.85
2017,6,23,6,20.77,59.48,301.06,20.59,85.52,2.38,8.27,992.53
2017,6,23,7,18.39,50.88,300.73,20.58,87.11,2.44,8.34,992.24
2017,6,23,8,15.03,40.7,300.35,20.5,88.72,2.61,8.12,992.17
2017,6,23,9,12.57,30.6,299.91,20.55,91.31,2.81,7.64,992.13
2017,6,23,10,11.71,19.33,299.53,20.54,93.34,3.12,7.16,992.03
2017,6,23,11,12.02,11.13,299.23,20.42,94.45,3.45,6.6,991.93
2017,6,23,12,12.62,8.43,298.97,20.34,95.56,3.8,5.97,991.79
2017,6,23,13,12.89,9.4,298.77,20.28,96.47,4.11,5.11,991.8
2017,6,23,14,12.61,11.84,298.65,20.19,96.67,4.23,4.4,991.75
2017,6,23,15,12.64,13.8,298.56,20.09,96.68,4.13,3.96,991.67
2017,6,23,16,12.57,14.5,298.5,19.99,96.58,3.98,3.83,991.65
2017,6,23,17,12.24,14.09,298.45,19.92,96.51,3.94,3.76,991.76
2017,6,23,18,11.58,13.04,298.39,19.85,96.55,3.89,3.63,991.84
2017,6,23,19,10.77,11.87,298.34,19.79,96.53,3.9,3.69,991.89
2017,6,23,20,9.83,10.69,298.3,19.75,96.53,3.9,3.85,991.96
2017,6,23,21,8.85,9.73,298.31,19.73,96.42,3.97,3.96,992.07
2017,6,23,22,8.5,10.21,298.34,19.73,96.27,3.94,3.9,992.14
2017,6,23,23,9.31,11.49,298.59,19.9,95.7,3.42,3.58,992.17
2017,6,23,24,10.13,14.84,299.09,20.27,94.55,2.92,3.56,992.16
2017,6,24,1,10,22.27,300.36,20.69,89.34,2.69,3.91,990.84
2017,6,24,2,12.45,35.97,300.92,20.59,86.17,3.01,4.79,991.71
2017,6,24,3,16.88,51.74,301.27,20.52,84.15,3.1,5.45,991.36
2017,6,24,4,21.94,62.16,301.39,20.55,83.69,2.68,6.24,990.9
2017,6,24,5,24.61,66.12,301.44,20.7,84.06,2.48,6.99,991.02
2017,6,24,6,23.33,63.62,301.36,20.91,85.26,2.3,7.71,990.67
2017,6,24,7,20.29,55.42,301.12,21.06,87.03,2.26,8.14,990.56
2017,6,24,8,16.09,43.77,300.74,21.12,89.25,2.39,8.01,990.63
2017,6,24,9,13.24,32.09,300.34,21.09,91.22,2.5,7.64,990.68
2017,6,24,10,12.5,20.95,299.94,21.01,93.07,2.79,7.34,990.8
2017,6,24,11,12.8,12.91,299.56,20.88,94.62,3.17,6.99,990.87
2017,6,24,12,13.08,9.98,299.22,20.75,95.96,3.58,6.63,990.93
2017,6,24,13,12.46,11.2,298.99,20.66,96.85,3.97,6.13,991.04
2017,6,24,14,12.01,14.27,298.85,20.54,97.05,4.22,5.62,990.99
2017,6,24,15,12.39,15.75,298.77,20.41,96.93,4.33,5.2,990.85
2017,6,24,16,12.72,16.17,298.7,20.3,96.76,4.37,4.82,990.81
2017,6,24,17,12.68,15.58,298.63,20.19,96.65,4.44,4.47,990.84
2017,6,24,18,12.27,14.36,298.55,20.07,96.5,4.56,4.17,990.85
2017,6,24,19,11.67,12.9,298.5,19.96,96.3,4.59,3.91,990.93
2017,6,24,20,10.98,11.62,298.5,19.85,95.8,4.74,3.78,991.15
2017,6,24,21,10.11,10.7,298.56,19.74,95.01,4.91,3.64,991.44
2017,6,24,22,9.85,11.42,298.65,19.66,94.12,4.97,3.43,991.7
2017,6,24,23,10.39,13.4,298.99,19.76,92.74,4.6,3.24,991.89
2017,6,24,24,11.07,17.98,299.58,20.13,91.25,4.01,3.22,992.06
2017,6,25,1,10.94,26.07,301,20.7,86.19,3.71,4.33,991.33
2017,6,25,2,12.58,37.22,301.44,20.47,83.09,4.55,4.73,991.61
2017,6,25,3,14.21,49.91,301.82,20.31,80.59,4.78,4.92,991.48
2017,6,25,4,16.4,58.27,302.09,20.29,79.29,4.46,5.26,991.06
2017,6,25,5,18.56,62.48,302.14,20.45,79.72,4.06,5.81,990.97
2017,6,25,6,20.61,64.54,302.01,20.74,81.41,3.61,6.34,990.86
2017,6,25,7,22.63,64.65,301.74,20.98,83.67,3.28,6.82,990.89
2017,6,25,8,21.86,60.36,301.3,21.17,86.56,3.14,6.97,991.03
2017,6,25,9,19.12,49.78,300.84,21.17,88.93,3.39,6.86,991.23
2017,6,25,10,17.01,35.95,300.45,21.1,90.72,3.82,6.47,991.43
2017,6,25,11,16.58,26.13,300.14,20.98,91.91,4.34,5.82,991.62
2017,6,25,12,16.91,20.39,299.88,20.81,92.58,4.84,4.87,991.79
2017,6,25,13,16.72,20.21,299.68,20.58,92.66,5.13,3.78,991.98
2017,6,25,14,16.33,22.01,299.5,20.32,92.41,5.16,2.96,991.86
2017,6,25,15,15.86,22.17,299.36,20.06,92.05,5.11,2.59,991.69
2017,6,25,16,15.18,21.16,299.21,19.86,91.88,4.97,2.57,991.67
2017,6,25,17,14.34,19.71,299.06,19.67,91.86,4.84,2.76,991.69
2017,6,25,18,13.41,17.82,298.84,19.52,92.36,4.69,3.06,991.69
2017,6,25,19,12.62,15.92,298.65,19.43,93,4.56,3.3,991.87
2017,6,25,20,11.91,14.52,298.59,19.38,93.14,4.52,3.45,992.26
2017,6,25,21,11.2,13.51,298.63,19.37,92.89,4.51,3.46,992.71
2017,6,25,22,10.96,14.22,298.74,19.36,92.34,4.49,3.4,993.09
2017,6,25,23,11.73,16.91,298.94,19.48,91.83,4.02,3.23,993.42
2017,6,25,24,12.7,23.5,299.41,19.86,91.01,3.3,3.13,993.71
2017,6,26,1,12.2,38.87,301.24,20.25,83.24,3.19,3.14,993.54
2017,6,26,2,16.54,52.65,301.28,20.21,82.83,3.38,3.89,992.99
2017,6,26,3,23.73,67.49,301.49,20.23,82.01,3.62,4.36,993.19
2017,6,26,4,29.87,77.98,301.62,20.35,81.84,3.55,4.74,992.77
2017,6,26,5,33.63,82.35,301.71,20.57,82.31,3.36,5.16,992.62
2017,6,26,6,32.09,79.35,301.85,20.82,82.65,3.31,5.57,992.53
2017,6,26,7,26.84,69.06,301.92,20.99,83.05,3.24,5.93,992.59
2017,6,26,8,21.14,58.58,301.74,21.15,84.52,3.05,5.91,992.91
2017,6,26,9,17.8,48.02,301.41,21.27,86.64,2.91,5.66,993.24
2017,6,26,10,16.5,35.93,301.03,21.25,88.55,2.77,5.22,993.62
2017,6,26,11,17.14,25.8,300.62,21.13,90.19,2.73,4.85,993.98
2017,6,26,12,18.67,17.28,300.21,20.98,91.79,2.79,4.2,994.35
2017,6,26,13,19.64,14.27,299.87,20.77,92.75,2.84,3.37,994.53
2017,6,26,14,19.94,15.15,299.57,20.53,93.25,2.49,2.61,994.35
2017,6,26,15,20.34,16.45,299.33,20.28,93.43,2.13,2.05,994.17
2017,6,26,16,20.82,17.16,299.11,20.04,93.53,1.7,1.64,994.05
2017,6,26,17,21.27,17.42,298.94,19.81,93.4,1.36,1.33,994.02
2017,6,26,18,21.65,17.25,298.75,19.6,93.4,1.01,1.04,993.95
2017,6,26,19,21.77,16.63,298.61,19.48,93.62,0.66,0.84,994.04
2017,6,26,20,21.43,15.96,298.57,19.44,93.69,0.42,0.78,994.3
2017,6,26,21,20.67,15.59,298.58,19.44,93.68,0.4,0.77,994.59
2017,6,26,22,19.99,17.47,298.63,19.48,93.63,0.49,0.77,994.85
2017,6,26,23,20.52,21.57,298.75,19.53,93.22,0.66,0.83,995.08
2017,6,26,24,24.65,27.71,299.04,19.82,93,0.76,0.95,995.27
2017,6,27,1,24.58,45.53,300.3,20.12,87.64,1.61,1.91,995.27
2017,6,27,2,28.49,65.97,300.82,20.22,85.36,1.67,2.59,994.29
2017,6,27,3,33.06,84.36,301.28,20.3,83.48,1.57,3.15,994.6
2017,6,27,4,36.38,94.94,301.62,20.43,82.36,1.54,3.71,994.39
2017,6,27,5,38.62,94.58,301.85,20.59,81.94,1.56,4.33,994.05
2017,6,27,6,35.28,87.98,302.03,20.79,81.89,1.53,4.85,993.95
2017,6,27,7,30.74,77.61,302.01,21.02,82.92,1.47,5.31,993.88
2017,6,27,8,25.59,64.94,301.79,21.21,84.73,1.45,5.28,994.14
2017,6,27,9,22.19,50.92,301.45,21.32,86.81,1.25,4.73,994.51
2017,6,27,10,21.19,34.6,300.99,21.35,89.33,0.91,4.02,994.89
2017,6,27,11,22.11,22.84,300.51,21.24,91.4,0.44,3.35,995.25
2017,6,27,12,25.67,13.07,300.02,21.08,93.4,-0.06,2.29,995.59
2017,6,27,13,30.83,7.48,299.56,20.9,95.17,-0.97,0.85,995.89
2017,6,27,14,32.44,5.9,299.16,20.68,96.22,-1.83,-0.24,995.88
2017,6,27,15,28.21,4.92,298.87,20.48,96.9,-2.25,-0.59,995.73
2017,6,27,16,24.58,5.24,298.66,20.35,97.38,-2.42,-0.65,995.64
2017,6,27,17,22.03,5.9,298.49,20.26,97.85,-2.22,-0.43,995.6
2017,6,27,18,20,6.52,298.39,20.19,98.15,-1.86,-0.04,995.53
2017,6,27,19,20.12,7.27,298.36,20.18,98.26,-1.54,0.29,995.48
2017,6,27,20,19.48,7.56,298.4,20.21,98.18,-1.52,0.43,995.63
2017,6,27,21,18.1,7.66,298.48,20.25,98.01,-1.62,0.48,995.84
2017,6,27,22,17.69,9.39,298.56,20.32,97.9,-1.73,0.52,996.05
2017,6,27,23,18.99,10.96,298.7,20.44,97.86,-1.64,0.58,996.23
2017,6,27,24,21.72,14.05,298.94,20.65,97.6,-1.63,0.7,996.37
2017,6,28,1,19.67,22.67,299.99,20.91,92.93,-3.45,0.1,997.33
2017,6,28,2,24.37,34.85,300.07,21.02,92.84,-2.76,1.3,995.57
2017,6,28,3,31.32,54.26,300.27,21.09,92.13,-2.33,2.16,996.25
2017,6,28,4,37.19,70.9,300.36,21.19,92.02,-2.11,2.82,995.46
2017,6,28,5,39.98,78.21,300.48,21.24,91.59,-1.65,3.37,995.44
2017,6,28,6,39.07,76.54,300.54,21.21,91.15,-1.11,3.81,995.38
2017,6,28,7,36.63,69.17,300.48,21.11,90.99,-0.65,4.02,995.36
2017,6,28,8,32.31,57.49,300.3,21.01,91.54,-0.5,3.68,995.5
2017,6,28,9,29.34,42.92,300.03,20.97,92.84,-0.53,2.99,995.51
2017,6,28,10,28.08,27.75,299.76,20.93,94.18,-0.72,2.43,995.58
2017,6,28,11,26.28,15.83,299.52,20.83,95.06,-0.91,1.77,995.62
2017,6,28,12,25.82,9.94,299.31,20.68,95.55,-1.22,0.92,995.66
2017,6,28,13,24.91,7.01,299.12,20.54,95.87,-1.7,0.08,995.68
2017,6,28,14,24.68,4.81,298.94,20.41,96.27,-2.12,-0.32,995.59
2017,6,28,15,20.7,2.87,298.76,20.28,96.74,-2.31,-0.42,995.52
2017,6,28,16,18.22,2.81,298.6,20.15,97,-2.22,-0.34,995.47
2017,6,28,17,16.33,3.2,298.47,20,97.02,-1.94,-0.24,995.51
2017,6,28,18,14.97,3.47,298.35,19.83,96.92,-1.53,-0.1,995.51
2017,6,28,19,14.23,3.63,298.26,19.69,96.75,-1.2,0,995.56
2017,6,28,20,13.76,3.76,298.25,19.64,96.51,-1.02,0.1,995.56
2017,6,28,21,13.55,4.09,298.31,19.65,96.25,-1,0.29,995.64
2017,6,28,22,13.75,7.19,298.41,19.73,96.09,-1.08,0.59,995.71
2017,6,28,23,13.56,10.14,298.56,19.86,95.98,-1.17,0.95,995.77
2017,6,28,24,14.86,12.96,298.96,20.26,95.64,-1.23,1.4,995.77
2017,6,29,1,12.59,17.06,300.17,20.32,89.26,-0.47,1.06,995.53
2017,6,29,2,16.25,28.16,300.5,20.47,88.14,-1.22,2.68,994.8
2017,6,29,3,20.89,43.84,300.62,20.55,87.89,-1.33,3.55,995.42
2017,6,29,4,28.3,55.96,300.64,20.6,87.97,-1.3,4.34,994.95
2017,6,29,5,30.65,63.6,300.68,20.57,87.67,-1.15,4.95,994.87
2017,6,29,6,28.55,63.66,300.67,20.53,87.48,-0.96,5.47,994.88
2017,6,29,7,25.19,56.49,300.48,20.45,88.1,-0.72,5.84,994.79
2017,6,29,8,21.07,45.03,300.17,20.35,89.3,-0.38,5.61,994.87
2017,6,29,9,17.49,31.18,299.86,20.3,90.72,-0.16,4.97,994.94
